idema,nombre,provincia,provincia_id,latitud,longitud,altitud,indsinop
1387D,A CORUÑA BENS,a coruna,15,43.35,-8.4333,132,8000
1387E,A CORUÑA AEROPUERTO,a coruna,15,43.3,-8.3667,98,8002
1390X,"CARBALLO, DEPURADORA",a coruna,15,43.2,-8.7,98,
1393,CABO VILÁN,a coruna,15,43.15,-9.2,50,8006
1399,VIMIANZO,a coruna,15,43.05,-9.0333,287,
1400,FISTERRA,a coruna,15,42.9167,-9.2833,230,8040
1406X,MAZARICOS,a coruna,15,42.9333,-8.9833,340,
1410X,SOBRADO,a coruna,15,43.0333,-8.0167,500,
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,a coruna,15,42.8833,-8.4,370,8042
1435C,NOIA,a coruna,15,42.8,-8.8667,128,
1437O,MONTE IROITE,a coruna,15,42.7167,-8.9167,685,8043
1442U,BOIRO,a coruna,15,42.6333,-8.8833,10,
1446X,MONTERROSO,lugo,27,42.8,-7.7667,680,
1455I,RODEIRO-VILAMAIOR,pontevedra,36,42.7,-7.95,645,
1465U,LALIN-CRISTIMIL,pontevedra,36,42.65,-8.1833,463,
1466A,SILLEDA,pontevedra,36,42.7,-8.25,435,
1468X,A ESTRADA,pontevedra,36,42.6833,-8.5,269,
1473A,PADRÓN,a coruna,15,42.7333,-8.6167,100,8039
1475X,SANTIAGO DE COMPOSTELA,a coruna,15,42.8667,-8.55,240,8041
1476R,"ROIS, CASAS DO PORTO",a coruna,15,42.7333,-8.7,210,
1477U,VILAGARCIA DE AROUSA,pontevedra,36,42.5667,-8.7667,36,
1477V,VILAGARCÍA DE AROUSA,pontevedra,36,42.5833,-8.7667,32,
1484,"PONTEVEDRA, INSTITUTO",pontevedra,36,42.4167,-8.6333,19,
1484C,PONTEVEDRA,pontevedra,36,42.4333,-8.6,113,8044
1486E,ESCUELA NAVAL DE MARÍN,pontevedra,36,42.3833,-8.7,3,8043
1489A,A LAMA,pontevedra,36,42.4,-8.45,395,
1495,VIGO AEROPUERTO,pontevedra,36,42.2333,-8.6167,255,8045
1496X,VIGO ,pontevedra,36,42.2167,-8.7167,120,
1505,LUGO AEROPUERTO,lugo,27,43.1,-7.45,442,8008
1518A,LUGO,lugo,27,42.9833,-7.55,442,
1521I,O PÁRAMO,lugo,27,42.8333,-7.4833,403,
1521X,BECERREÁ,lugo,27,42.85,-7.1833,1080,
1541B,VILLABLINO,leon,24,42.9167,-6.3333,958,
1542,PUERTO DE LEITARIEGOS,asturias,33,42.9833,-6.4,1530,8052
1549,PONFERRADA,leon,24,42.55,-6.6,532,8053
1561I,VEGA DE ESPINAREDA  ,leon,24,42.75,-6.6667,770,
1583X,O BARCO DE VALDEORRAS,ourense,32,42.4,-6.9833,315,
1631E,A POBRA DE TRIVES,ourense,32,42.3333,-7.2667,840,8051
1639X,CHANDREXA DE QUEIXA,ourense,32,42.25,-7.3833,990,
1658,FOLGOSO DO COUREL,lugo,27,42.5833,-7.1833,612,
1679A,MONFORTE DE LEMOS,lugo,27,42.5167,-7.5,291,
1690A,OURENSE,ourense,32,42.3167,-7.85,146,8048
1690B,"OURENSE,INSTITUTO",ourense,32,42.3167,-7.85,148,
1696O,BEARIZ,ourense,32,42.4667,-8.2667,610,
1700X,O CARBALLIÑO,ourense,32,42.4167,-8.0833,400,8047
1701X,RIBADAVIA,ourense,32,42.2833,-8.1167,112,
1706A,ALLARIZ,ourense,32,42.1667,-7.7833,492,
1719,A CAÑIZA,pontevedra,36,42.2167,-8.2667,560,
1723X,"PONTEAREAS, CANEDO   ",pontevedra,36,42.1667,-8.4833,90,
1730E,O ROSAL,pontevedra,36,41.9333,-8.8333,55,
1735X,XINZO DE LIMIA,ourense,32,42.0667,-7.7333,616,8050
1738U,MUIÑOS,ourense,32,41.9333,-7.9833,730,
1740,"SANTILLANA DEL MAR, ALTAMIRA",cantabria,39,43.3667,-4.1167,150,
2005Y,"VINUESA, QUINTANAREJO",soria,42,41.9667,-2.7667,1197,
2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",soria,42,41.9833,-2.4833,1260,
2030,SORIA,soria,42,41.7667,-2.4667,1081,8148
2044B,LUBIA,soria,42,41.6,-2.5,1100,
2048A,MORÓN DE ALMAZÁN,soria,42,41.4167,-2.4167,978,
2059B,LA RIBA DE ESCALOTE,soria,42,41.3333,-2.7833,1042,
2084Y,UCERO,soria,42,41.7167,-3.0333,960,
2092,BURGO DE OSMA,soria,42,41.5833,-3.0833,932,
2096B,LICERAS,soria,42,41.3667,-3.25,1150,
2106B,CORUÑA DEL CONDE,burgos,9,41.7333,-3.3667,955,
2117D,ARANDA DE DUERO,burgos,9,41.65,-3.7333,790,8144
2135A,FRESNO DE CANTESPINO,segovia,40,41.3667,-3.5,993,
2140A,ALDEANUEVA DE SERREZUELA,segovia,40,41.45,-3.7833,1135,
2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",segovia,40,41.1833,-3.4667,1798,8143
2166Y,PEÑAFIEL,valladolid,47,41.5833,-4.1167,756,
2172Y,SARDÓN DE DUERO,valladolid,47,41.6,-4.4,725,
2182C,PEDRAZA,segovia,40,41.1333,-3.7833,1107,
2192C,CUÉLLAR,segovia,40,41.3833,-4.25,795,
2235U,CERVERA DE PISUERGA,palencia,34,42.8667,-4.5167,1140,8058
2243A,AGUILAR DE CAMPOO,palencia,34,42.7833,-4.2667,910,
2276B,VILLAELES DE VALDAVIA,palencia,34,42.5667,-4.5667,908,
2285B,VILLADIEGO,burgos,9,42.5167,-4.0,869,
2290Y,PEDROSA DEL PRÍNCIPE,burgos,9,42.25,-4.1833,771,
2296A,ÓLVEGA,soria,42,41.7667,-1.9667,1039,
2298,PALACIOS DE LA SIERRA,burgos,9,41.95,-3.1167,1080,8149
2302N,MONTERRUBIO DE LA DEMANDA,burgos,9,42.1333,-3.1,1197,
2311Y,VILLAMAYOR DE LOS MONTES,burgos,9,42.1,-3.7667,884,
2331,BURGOS AEROPUERTO,burgos,9,42.35,-3.6167,891,8075
2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",palencia,34,42.8833,-4.7,1575,
2374X,CARRIÓN DE LOS CONDES,palencia,34,42.35,-4.6167,830,8068
2400E,AUTILLA DEL PINO,palencia,34,41.9833,-4.6,874,8072
2401,"PALENCIA, OBSERVATORIO",palencia,34,42.0,-4.5167,750,
2401X,PALENCIA,palencia,34,42.0,-4.55,736,
2422,VALLADOLID,valladolid,47,41.6333,-4.75,734,8141
2430Y,MUÑOTELLO,avila,5,40.5333,-5.0333,1178,
2444,ÁVILA,avila,5,40.65,-4.6667,1130,8210
2444C,"ÁVILA, AYUNTAMIENTO",avila,5,40.65,-4.7,1143,
2453E,GOTARRENDURA,avila,5,40.8167,-4.7333,920,
2456B,AREVALO,avila,5,41.0667,-4.7167,820,
2462,PUERTO DE NAVACERRADA,madrid,28,40.7833,-4.0,1893,8215
2465,SEGOVIA,segovia,40,40.9333,-4.1167,1008,8213
2465A,"SEGOVIA, INSTITUTO",segovia,40,40.9333,-4.1,990,
2471Y,SAN RAFAEL,segovia,40,40.7167,-4.2,1237,
2482B,MIGUELAÑEZ,segovia,40,41.1167,-4.3667,870,
2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",salamanca,37,40.35,-5.6833,1960,8205
2503B,"OLMEDO, DEPÓSITO DE AGUA",valladolid,47,41.2667,-4.6833,786,
2503X,OLMEDO,valladolid,47,41.3167,-4.6833,740,8142
2507Y,RUEDA,valladolid,47,41.4167,-4.95,724,
2512Y,RIVILLA DE BARAJAS,avila,5,40.8667,-5.0167,925,
2517A,FUENTE EL SOL,valladolid,47,41.1667,-4.9333,755,
2536D,MORALES DEL TORO,zamora,49,41.5333,-5.2667,710,
2539,VALLADOLID AEROPUERTO,valladolid,47,41.7,-4.85,846,8140
2555B,FUENTESAUCO,zamora,49,41.2333,-5.4667,811,
2565,CORESES,zamora,49,41.55,-5.6167,702,
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN ",palencia,34,42.5167,-4.85,985,
2593D,VILLALÓN DE CAMPOS,valladolid,47,42.0833,-5.0333,782,
2604B,MEDINA DE RIOSECO,valladolid,47,41.8667,-5.0333,731,
2611D,VILLAFÁFILA,zamora,49,41.85,-5.5833,690,
2614,ZAMORA,zamora,49,41.5,-5.7333,656,8130
2624C,RIAÑO,leon,24,42.95,-5.0,1090,
2626Y,CUBILLAS DE RUEDA,leon,24,42.6167,-5.1833,916,
2630X,PUERTO DE SAN ISIDRO,leon,24,43.05,-5.3667,1510,8057
2661,"LEÓN, VIRGEN DEL CAMINO",leon,24,42.5833,-5.65,916,8055
2661B,LEÓN AEROPUERTO,leon,24,42.5833,-5.6333,912,8055
2664B,VALENCIA DE DON JUAN,leon,24,42.2833,-5.5,788,
2701D,"BARRIOS DE LUNA, MIÑERA",leon,24,42.8833,-5.8667,1120,
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",leon,24,42.6333,-6.0667,995,
2734D,ASTORGA,leon,24,42.4667,-6.0667,919,
2737E,LAGUNAS DE SOMOZA,leon,24,42.3667,-6.1833,1020,8123
2742R,BUSTILLO DEL PÁRAMO,leon,24,42.45,-5.7667,850,
2755X,BENAVENTE,zamora,49,42.0,-5.6667,715,8056
2766E,"SANABRIA, ROBLEDA-CERVANTES",zamora,49,42.0667,-6.6333,910,
2775X,VILLARDECIERVOS,zamora,49,41.9333,-6.2667,850,8125
2777K,SANTIBAÑEZ DE VIDRIALES,zamora,49,42.0667,-6.0,737,
2789H,POZUELO DE TABARA,zamora,49,41.7833,-5.9,711,
2804F,VILLADEPERA,zamora,49,41.5333,-6.1333,790,
2811A,NAVARREDONDA DE GREDOS,avila,5,40.35,-5.1333,1525,8206
2828Y,BARCO DE AVILA,avila,5,40.35,-5.5167,1012,
2847X,PEDROSILLO DE LOS AIRES   ,salamanca,37,40.6667,-5.6333,865,
2863C,PEDRAZA DE ALBA  ,salamanca,37,40.7167,-5.35,897,
2867,SALAMANCA AEROPUERTO,salamanca,37,40.95,-5.4833,790,8202
2870,SALAMANCA,salamanca,37,40.95,-5.65,775,8201
2873X,BARBADILLO,salamanca,37,40.9,-5.7667,817,
2882D,PEÑAUSENDE,zamora,49,41.2333,-5.8833,1003,8135
2885K,FRESNO DE SAYAGO,zamora,49,41.3,-6.0167,804,
2891A,VILLARINO DE LOS AIRES,salamanca,37,41.25,-6.45,690,
2914C,BOADILLA FUENTE SAN ESTEBAN,salamanca,37,40.7833,-6.2,785,
2916A,VITIGUDINO,salamanca,37,41.0,-6.4333,769,8129
2918Y,EL MAÍLLO,salamanca,37,40.5667,-6.2167,1027,
2926B,BAÑOBÁREZ,salamanca,37,40.85,-6.6,748,
2930Y,NAVASFRÍAS,salamanca,37,40.2833,-6.8,880,
2945A,EL BODÓN BASE AÉREA,salamanca,37,40.4833,-6.5667,805,
2946X,SAELICES EL CHICO,salamanca,37,40.6333,-6.6,680,8195
2966D,ALCAÑICES  ,zamora,49,41.6833,-6.3,840,
2969U,A GUDIÑA,ourense,32,42.0167,-7.1667,910,
2978X,VERÍN,ourense,32,41.9167,-7.4167,380,
3013,MOLINA DE ARAGÓN,guadalajara,19,40.8333,-1.8667,1062,8232
3021Y,ZAOREJAS,guadalajara,19,40.75,-2.1833,1250,
3040Y,BETETA,cuenca,16,40.5667,-2.0667,1214,
3044X,CAÑIZARES,cuenca,16,40.5167,-2.15,928,8230
3085Y,PASTRANA,guadalajara,19,40.4,-2.95,920,
3094B,TARANCÓN,cuenca,16,40.0,-3.0167,808,8277
3099Y,OCAÑA,toledo,45,39.9333,-3.4833,733,
3100B,ARANJUEZ,madrid,28,40.0667,-3.5333,540,8229
3103,PANTANO EL VADO,guadalajara,19,41.0,-3.3,910,
3104Y,RASCAFRÍA,madrid,28,40.8833,-3.8833,1159,
3110C,BUITRAGO DEL LOZOYA,madrid,28,41.0,-3.6,1030,8146
3111D,SOMOSIERRA,madrid,28,41.1333,-3.5667,1450,8145
3125Y,SAN SEBASTIÁN DE LOS REYES,madrid,28,40.5333,-3.6167,672,
3126Y,"MADRID, EL GOLOSO",madrid,28,40.55,-3.7,740,
3129,MADRID AEROPUERTO,madrid,28,40.4667,-3.55,609,8221
3130C,SIGÜENZA,guadalajara,19,41.0833,-2.6167,1005,8150
3140Y,MANDAYONA,guadalajara,19,40.9833,-2.75,990,
3168A,"GUADALAJARA, INSTITUTO",guadalajara,19,40.6333,-3.1667,685,
3168C,"GUADALAJARA, EL SERRANILLO",guadalajara,19,40.65,-3.1667,639,8226
3168D,GUADALAJARA,guadalajara,19,40.6167,-3.15,727,8226
3170Y,ALCALA DE HENARES,madrid,28,40.5167,-3.2833,605,
3175,TORREJÓN DE ARDOZ,madrid,28,40.4833,-3.4333,607,8227
3182Y,ARGANDA DEL REY,madrid,28,40.3,-3.4833,533,
3191E,COLMENAR VIEJO,madrid,28,40.6833,-3.75,1004,8219
3194U,"MADRID, CIUDAD UNIVERSITARIA",madrid,28,40.45,-3.7167,664,8220
3194Y,POZUELO DE ALARCÓN,madrid,28,40.4333,-3.8,665,
3195,"MADRID, RETIRO",madrid,28,40.4,-3.6667,667,8222
3196,"MADRID, CUATRO VIENTOS",madrid,28,40.3667,-3.7833,690,8223
3200,GETAFE,madrid,28,40.2833,-3.7167,620,8224
3209Y,BRIHUEGA,guadalajara,19,40.75,-2.8667,835,
3229Y,TIELMES,madrid,28,40.2333,-3.3,594,
3245Y,TEMBLEQUE,toledo,45,39.6833,-3.5,635,
3254Y,MORA ,toledo,45,39.6833,-3.7667,717,
3259,"TOLEDO, LORENZANA",toledo,45,39.85,-4.0167,540,
3260B,TOLEDO,toledo,45,39.8833,-4.0333,513,8272
3266A,PUERTO ALTO DEL LEÓN,madrid,28,40.7,-4.1333,1532,8217
3268C,ALPEDRETE,madrid,28,40.65,-4.0167,924,
3298X,SAN PABLO DE LOS MONTES,toledo,45,39.5333,-4.35,917,8270
3305Y,NAVAHERMOSA,toledo,45,39.6167,-4.4667,750,
3319D,PUERTO DEL PICO,avila,5,40.3333,-5.0,1285,
3330Y,ROZAS DE PUERTO REAL,madrid,28,40.3,-4.4833,890,
3337U,CEBREROS,avila,5,40.4667,-4.45,850,
3338,ROBLEDO DE CHAVELA,madrid,28,40.4167,-4.2333,763,8212
3343Y,VALDEMORILLO,madrid,28,40.4833,-4.05,884,
3362Y,CASTILLO DE BAYUELA,toledo,45,40.1,-4.6667,560,
3365A,TALAVERA DE LA REINA,toledo,45,39.95,-4.85,372,8274
3386A,NAVALVILLAR DE IBOR,caceres,10,39.5833,-5.3833,923,
3391,SOTILLO DE LA ADRADA,avila,5,40.2833,-4.5833,630,8208
3422D,CANDELEDA,avila,5,40.1333,-5.3,350,
3423I,MADRIGAL DE LA VERA,caceres,10,40.15,-5.3667,464,
3427Y,OROPESA,toledo,45,39.9833,-5.1,345,
3434X,NAVALMORAL DE LA MATA,caceres,10,39.9333,-5.5667,269,8254
3436D,GARGANTA LA OLLA,caceres,10,40.1,-5.7833,690,
3448X,SERRADILLA,caceres,10,39.8167,-6.1167,406,
3455X,JARAICEJO,caceres,10,39.6667,-5.8,559,
3463X,TRUJILLO,caceres,10,39.4667,-5.85,503,8263
3463Y,TRUJILLO,caceres,10,39.45,-5.8667,523,8263
3469,"CÁCERES, CIUDAD",caceres,10,39.4667,-6.3667,459,
3469A,CÁCERES,caceres,10,39.4667,-6.3333,394,8261
3475X,CAÑAVERAL,caceres,10,39.7833,-6.3667,373,
3494U,NUÑOMORAL,caceres,10,40.4,-6.2333,470,
3503,GUIJO DE GRANADILLA,caceres,10,40.1833,-6.1667,393,
3504X,HERVÁS,caceres,10,40.25,-5.85,724,
3512X,MONTEHERMOSO,caceres,10,40.0667,-6.3333,351,
3514B,TORNAVACAS,caceres,10,40.25,-5.6667,991,
3516X,PIORNAL,caceres,10,40.1167,-5.8167,1260,
3519X,PLASENCIA,caceres,10,40.0333,-6.0833,415,8252
3526X,CORIA,caceres,10,40.0,-6.55,313,8251
3531X,TORRECILLA DE LOS ANGELES,caceres,10,40.25,-6.4,459,
3536X,HOYOS,caceres,10,40.1667,-6.7167,560,
3540X,ZARZA LA MAYOR,caceres,10,39.8667,-6.85,336,
3547X,VALVERDE DEL FRESNO,caceres,10,40.2,-6.8833,450,
3562X,ALISEDA,caceres,10,39.4167,-6.7333,321,
3565X,BROZAS,caceres,10,39.6167,-6.7333,425,
3576X,VALENCIA DE ALCÁNTARA,caceres,10,39.4,-7.2167,444,8260
4007Y,OSSA DE MONTIEL,albacete,2,38.95,-2.7333,905,
4051Y,ALCÁZAR DEL REY,cuenca,16,40.05,-2.8,875,
4061X,QUINTANAR DE LA ORDEN,toledo,45,39.5833,-3.0333,692,8275
4064Y,ALCAZAR DE SAN JUAN,ciudad real,13,39.3833,-3.2,640,
4067,MADRIDEJOS,toledo,45,39.4833,-3.5167,690,8273
4070Y,ABIA DE OBISPALIA,cuenca,16,40.0167,-2.3833,1020,
4075Y,VILLARES DEL SAZ,cuenca,16,39.8333,-2.5,870,
4089A,ALBERCA DE ZANCARA,cuenca,16,39.5167,-2.4833,858,
4090Y,SAN CLEMENTE,cuenca,16,39.4167,-2.4167,728,8256
4091Y,VILLARROBLEDO,albacete,2,39.25,-2.5833,718,
4093Y,OSA DE LA VEGA ,cuenca,16,39.65,-2.75,763,
4095Y,BELMONTE,cuenca,16,39.55,-2.7,745,
4096Y,MUNERA,albacete,2,39.0,-2.4833,918,
4103X,TOMELLOSO,ciudad real,13,39.1667,-3.0,662,8276
4116I,ALMAGRO / FAMET,ciudad real,13,38.95,-3.7333,626,8349
4121,CIUDAD REAL,ciudad real,13,38.9833,-3.9167,626,8348
4121C,"CIUDAD REAL, INSTITUTO",ciudad real,13,38.9833,-3.9167,627,
4138Y,VILLANUEVA DE LOS INFANTES,ciudad real,13,38.7333,-3.0,900,
4147X,VALDEPEÑAS,ciudad real,13,38.75,-3.3833,700,8351
4148,VISO DEL MARQUÉS,ciudad real,13,38.5167,-3.5667,804,8345
4193Y,EL ROBLEDO,ciudad real,13,39.2167,-4.2667,587,
4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",ciudad real,13,39.3167,-4.3833,651,
4210Y,ABENÓJAR,ciudad real,13,38.8833,-4.2833,718,
4220X,PUEBLA DE DON RODRIGO,ciudad real,13,39.0833,-4.6167,531,8271
4236Y,PUERTO REY ,caceres,10,39.45,-5.0167,689,
4244X,HERRERA DEL DUQUE,badajoz,6,39.1667,-5.05,447,8264
4245X,GUADALUPE,caceres,10,39.45,-5.3167,660,
4260,PERALEDA DEL ZAUCEJO,badajoz,6,38.4667,-5.5667,542,
4263X,VALSEQUILLO,cordoba,14,38.4,-5.35,575,
4267X,HINOJOSA DEL DUQUE,cordoba,14,38.4833,-5.1167,551,8335
4300Y,ALMADÉN,ciudad real,13,38.7667,-4.8333,535,
4325Y,CASTUERA,badajoz,6,38.7333,-5.5167,459,
4339X,CAÑAMERO,caceres,10,39.3,-5.3667,590,
4340,NAVALVILLAR DE PELA,badajoz,6,39.1,-5.45,313,
4347X,ZORITA,caceres,10,39.2667,-5.7,413,
4358X,DON BENITO,badajoz,6,38.95,-5.8667,273,8333
4362X,RETAMAL DE LLERENA,badajoz,6,38.5667,-5.8333,474,
4386B,LLERENA,badajoz,6,38.2167,-6.0167,655,8336
4395X,VILLAFRANCA DE LOS BARROS,badajoz,6,38.55,-6.3,430,
4410X,MÉRIDA,badajoz,6,38.9,-6.3833,228,8331
4411C,ALCUESCAR,caceres,10,39.1833,-6.2167,467,
4427X,ZAFRA,badajoz,6,38.4167,-6.4333,433,
4436Y,ALMENDRALEJO,badajoz,6,38.6833,-6.35,371,
4452,BADAJOZ AEROPUERTO,badajoz,6,38.8833,-6.8,186,8330
4464X,ALBURQUERQUE,badajoz,6,39.1667,-6.9833,283,
4468X,PUEBLA DE OBANDO,badajoz,6,39.1667,-6.6,392,
4478X,BADAJOZ,badajoz,6,38.8833,-7.0,174,8329
4486X,OLIVENZA,badajoz,6,38.6833,-7.0833,275,
4489X,ALCONCHEL,badajoz,6,38.4833,-7.2667,170,
4492F,BARCARROTA,badajoz,6,38.4667,-6.9167,377,
4497X,VILLANUEVA DEL FRESNO,badajoz,6,38.3667,-7.15,247,
4499X,MONESTERIO,badajoz,6,38.0667,-6.2667,771,
4501X,FUENTE DE CANTOS,badajoz,6,38.2,-6.3,602,
4511C,JEREZ DE LOS CABALLEROS,badajoz,6,38.2833,-6.75,381,8337
4520X,FREGENAL DE LA SIERRA,badajoz,6,38.1667,-6.65,586,
4527X,AROCHE,huelva,21,37.9667,-6.9667,267,
4541X,EL GRANADO,huelva,21,37.55,-7.5167,60,
4549Y,AYAMONTE,huelva,21,37.1833,-7.3833,3,8381
4554X,CARTAYA,huelva,21,37.2167,-7.0833,15,
4560Y,ALAJAR,huelva,21,37.8667,-6.6667,572,8380
4575X,VALVERDE DEL CAMINO,huelva,21,37.5667,-6.7667,280,
4584X,EL CERRO DE ANDÉVALO,huelva,21,37.7167,-6.9333,270,
4589X,"ALOSNO, THARSIS",huelva,21,37.5833,-7.1167,276,
4605,HUELVA,huelva,21,37.25,-6.9333,17,
4608X,EL CAMPILLO,huelva,21,37.6667,-6.6167,415,
4622X,VILLARRASA,huelva,21,37.45,-6.6333,145,
4642E,"HUELVA, RONDA ESTE",huelva,21,37.2667,-6.9,18,8383
5000A,"CEUTA, MONTE HACHO",ceuta,51,35.8833,-5.2833,200,
5000C,CEUTA,ceuta,51,35.8833,-5.3333,87,60320
5038X,CAZORLA,jaen,23,37.9,-3.0,782,8353
5038Y,CAZORLA,jaen,23,37.9,-3.0,799,
5047E,BAZA,granada,18,37.5,-2.7333,785,8424
5051X,HUÉSCAR,granada,18,37.85,-2.65,1100,8423
5060X,VÉLEZ BLANCO - TOPARES,almeria,4,37.85,-2.2167,1190,
5103E,"CAMARATE 2, PARQUE NACIONAL SIERRA NEVADA",granada,18,37.15,-3.25,2152,
5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",granada,18,37.1833,-3.25,1534,
5107D,DÓLAR,granada,18,37.1667,-2.9833,1197,
5164B,BAEZA,jaen,23,37.9833,-3.45,771,
5165X,TORRES,jaen,23,37.7667,-3.55,910,
5181D,ARROYO DEL OJANCO,jaen,23,38.3,-2.8833,580,8352
5192,VILLARRODRIGO,jaen,23,38.4833,-2.6333,862,8354
5210X,VILLANUEVA DEL ARZOBISPO,jaen,23,38.1667,-2.9833,680,
5246,SANTA ELENA,jaen,23,38.3333,-3.5333,770,8350
5270,"JAÉN, INSTITUTO",jaen,23,37.7667,-3.7833,510,
5270B,JAÉN,jaen,23,37.7667,-3.8,580,8417
5279X,LINARES,jaen,23,38.15,-3.6167,515,
5281X,BAILÉN,jaen,23,38.0833,-3.7667,345,
5298X,ANDÚJAR,jaen,23,38.0167,-4.05,202,8347
5304Y,PUERTOLLANO,ciudad real,13,38.6667,-4.05,665,
5341C,FUENCALIENTE,ciudad real,13,38.4167,-4.3,710,
5346X,CARDEÑA,cordoba,14,38.1833,-4.2667,720,
5361X,MONTORO,cordoba,14,38.0,-4.3167,155,
5390Y,VILLANUEVA DE CÓRDOBA,cordoba,14,38.3167,-4.6,750,8346
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",cordoba,14,38.0167,-4.7833,525,
5402,CÓRDOBA AEROPUERTO,cordoba,14,37.8333,-4.8333,90,8410
5406X,ALCALÁ LA REAL,jaen,23,37.4833,-3.9,908,
5412X,PRIEGO DE CÓRDOBA,cordoba,14,37.4833,-4.2,550,
5427X,DOÑA MENCÍA,cordoba,14,37.55,-4.35,650,8412
5429X,"CÓRDOBA, PRÁGDENA",cordoba,14,37.8,-4.45,275,
5459X,ESPIEL,cordoba,14,38.1,-4.9167,465,
5470,FUENTE PALMERA,cordoba,14,37.75,-5.1,120,
